3230                	5                   	76.81323220         	11.27594860         	0.32195932          	4.5115              	2                   	3222                	5                   	50.98240475         	17.29530992         	0.00000000          	2                   
3230                	5                   	77.94244114         	11.30823021         	0.32281613          	4.5115              	2                   	3222                	5                   	52.69478577         	16.95231039         	-3.42999531         	2                   
3230                	5                   	79.07406411         	11.32422912         	0.15998903          	4.5115              	2                   	3222                	5                   	54.38724081         	16.89679060         	-0.55519793         	2                   
3230                	5                   	80.20628636         	11.32021603         	-0.04013087         	4.5115              	2                   	3222                	5                   	56.07611096         	16.88061233         	-0.16178268         	2                   
3230                	5                   	81.33781999         	11.31045651         	-0.09759522         	4.5115              	2                   	3222                	5                   	57.76457122         	16.88859286         	0.07980530          	2                   
3230                	5                   	82.46895218         	11.31218725         	0.01730739          	4.5115              	2                   	3222                	5                   	59.45217922         	16.86356714         	-0.25025713         	2                   
3230                	5                   	83.60146749         	11.33811893         	0.25931679          	4.5115              	2                   	3222                	5                   	61.13411450         	16.77513846         	-0.88428687         	2                   
3230                	5                   	84.73851865         	11.40290435         	0.64785424          	4.5115              	2                   	3222                	5                   	62.80413278         	16.62522716         	-1.49911295         	2                   
3230                	5                   	85.88464079         	11.51953840         	1.16634049          	4.5115              	2                   	3222                	5                   	64.45671376         	16.42639234         	-1.98834822         	2                   
3230                	5                   	87.04456871         	11.67901994         	1.59481537          	4.5115              	2                   	3222                	5                   	66.08786938         	16.19672018         	-2.29672162         	2                   
3230                	5                   	88.22086016         	11.84680921         	1.67789268          	4.5115              	2                   	3222                	5                   	67.69529880         	15.95186824         	-2.44851938         	2                   
3230                	5                   	89.41257189         	11.98742526         	1.40616056          	4.5115              	2                   	3222                	5                   	69.27801280         	15.70241171         	-2.49456534         	2                   
3230                	5                   	90.61609971         	12.08313128         	0.95706017          	4.5115              	2                   	3222                	5                   	70.83587975         	15.45492734         	-2.47484366         	2                   
3230                	5                   	91.82699621         	12.13479873         	0.51667454          	4.5115              	2                   	3222                	5                   	72.36929471         	15.21337171         	-2.41555627         	2                   
3230                	5                   	93.04181461         	12.16156922         	0.26770492          	4.5115              	2                   	3222                	5                   	73.87896676         	14.98006935         	-2.33302368         	2                   
3230                	5                   	94.25944826         	12.19110379         	0.29534565          	4.5115              	2                   	3222                	5                   	75.36578832         	14.75636186         	-2.23707482         	2                   
3230                	5                   	95.48085187         	12.23696828         	0.45864489          	4.5115              	2                   	3222                	5                   	76.83075706         	14.54301300         	-2.13348867         	2                   
3230                	5                   	96.70743787         	12.29475187         	0.57783592          	4.5115              	2                   	3222                	5                   	78.27493035         	14.34045276         	-2.02560236         	2                   
3230                	5                   	97.94005218         	12.35753428         	0.62782413          	4.5115              	2                   	3222                	5                   	79.69939905         	14.14892118         	-1.91531585         	2                   
3230                	5                   	99.17895430         	12.42050815         	0.62973868          	4.5115              	2                   	3222                	5                   	81.10527267         	13.96855136         	-1.80369820         	2                   
3230                	5                   	100.42381118        	12.47662936         	0.56121212          	4.5115              	2                   	3222                	5                   	82.49367109         	13.79941694         	-1.69134418         	2                   
3230                	5                   	101.67361544        	12.51945591         	0.42826547          	4.5115              	2                   	3222                	5                   	83.86571988         	13.64155896         	-1.57857980         	2                   
3230                	5                   	102.92709430        	12.55012135         	0.30665436          	4.5115              	2                   	3222                	5                   	85.22254789         	13.49500114         	-1.46557814         	2                   
3230                	5                   	104.18342553        	12.57650309         	0.26381748          	4.5115              	2                   	3222                	5                   	86.56528589         	13.35975891         	-1.35242236         	2                   
3230                	5                   	105.44249176        	12.60482166         	0.28318566          	4.5115              	2                   	3222                	5                   	87.89506610         	13.23584525         	-1.23913653         	2                   
3230                	5                   	106.70455952        	12.63653339         	0.31711732          	4.5115              	2                   	3222                	5                   	89.21302215         	13.12327573         	-1.12569525         	2                   
3230                	5                   	107.97007822        	12.67384058         	0.37307192          	4.5115              	2                   	3222                	5                   	90.52028964         	13.02207420         	-1.01201531         	2                   
3230                	5                   	109.23998313        	12.72425772         	0.50417133          	4.5115              	2                   	3222                	5                   	91.81800743         	12.93228144         	-0.89792760         	2                   
3230                	5                   	110.51598932        	12.79586598         	0.71608262          	4.5115              	2                   	3222                	5                   	93.10731996         	12.85396934         	-0.78312095         	2                   
3230                	5                   	111.80018547        	12.88805707         	0.92191095          	4.5115              	2                   	3222                	5                   	94.38938168         	12.78726506         	-0.66704286         	2                   
3230                	5                   	113.09419603        	12.99215410         	1.04097025          	4.5115              	2                   	3222                	5                   	95.66536453         	12.73239181         	-0.54873252         	2                   
3230                	5                   	114.39860616        	13.09604860         	1.03894503          	4.5115              	2                   	3222                	5                   	96.93647095         	12.68973663         	-0.42655171         	2                   
3230                	5                   	115.71238800        	13.17958826         	0.83539659          	4.5115              	2                   	3222                	5                   	98.20395574         	12.65995926         	-0.29777373         	2                   
3230                	5                   	117.03240334        	13.22071843         	0.41130166          	4.5115              	2                   	3222                	5                   	99.46916164         	12.64415855         	-0.15800708         	2                   
3230                	5                   	118.35430515        	13.21731786         	-0.03400562         	4.5115              	2                   	3222                	5                   	100.73357490        	12.64410677         	-0.00051789         	2                   
